,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Customer_Age,Customer_For,Clusters
1280,Post Graduate,Relationship,78687.0,0,2130,1,19,41,689,3
1281,Post Graduate,Single,49118.0,0,1229,2,28,53,680,3
1282,Post Graduate,Relationship,37633.0,2,38,0,6,67,647,2
1283,Post Graduate,Relationship,39767.0,0,485,0,17,73,343,1
1284,Under Graduate,Relationship,26997.0,0,434,0,13,73,601,1
1285,Post Graduate,Single,33986.0,1,44,0,5,54,472,0
1286,Post Graduate,Relationship,57091.0,1,496,1,18,52,583,1
1287,Post Graduate,Relationship,46831.0,2,78,0,7,55,386,2
1288,Post Graduate,Relationship,83151.0,0,2346,3,23,52,504,3
1289,Post Graduate,Relationship,52531.0,0,794,0,21,53,546,1
1290,Post Graduate,Relationship,15759.0,0,17,0,4,68,297,2
1291,Post Graduate,Single,22804.0,1,26,0,5,53,333,0
1292,Post Graduate,Relationship,43050.0,1,76,0,8,51,103,2
1293,Post Graduate,Single,42997.0,2,15,0,4,47,204,2
1294,Post Graduate,Single,48918.0,2,62,0,7,61,78,2
1295,Post Graduate,Relationship,60033.0,1,198,0,10,70,92,2
1296,Post Graduate,Relationship,34043.0,1,49,0,5,46,247,0
1297,Post Graduate,Relationship,57811.0,1,802,1,25,58,370,4
1298,Post Graduate,Relationship,78569.0,0,1736,1,15,78,130,4
1299,Post Graduate,Single,7500.0,2,57,0,10,46,549,0
1301,Post Graduate,Relationship,94384.0,0,2302,3,18,71,482,3
1302,Post Graduate,Relationship,23148.0,0,37,0,6,39,131,0
1303,Post Graduate,Single,44267.0,2,310,0,16,54,489,2
1304,Post Graduate,Relationship,71626.0,0,1305,1,19,45,605,3
1305,Post Graduate,Relationship,60894.0,1,832,0,26,58,366,1
1306,Post Graduate,Relationship,50200.0,2,401,0,19,48,452,1
1307,Post Graduate,Relationship,81051.0,0,1501,2,23,59,37,3
1308,Post Graduate,Relationship,65169.0,0,1189,4,28,42,166,3
1309,Post Graduate,Relationship,59868.0,1,1194,0,32,52,342,1
1310,Post Graduate,Relationship,65695.0,1,656,0,21,64,149,4
1311,Post Graduate,Single,64857.0,0,1540,0,23,68,583,1
1312,Post Graduate,Relationship,45143.0,1,311,0,15,59,307,2
1313,Post Graduate,Relationship,74805.0,1,820,0,26,69,235,4
1314,Post Graduate,Relationship,59060.0,1,274,0,14,35,169,0
1315,Post Graduate,Single,27238.0,2,57,0,9,62,435,2
1316,Post Graduate,Relationship,47009.0,1,448,0,17,59,271,2
1317,Post Graduate,Relationship,46094.0,2,44,0,5,51,19,2
1318,Post Graduate,Relationship,40321.0,2,102,0,8,52,335,2
1319,Post Graduate,Relationship,37235.0,1,61,0,5,40,148,0
1320,Post Graduate,Relationship,81843.0,0,1643,0,27,64,433,3
1321,Post Graduate,Relationship,46692.0,1,397,0,15,66,388,2
1322,Post Graduate,Relationship,77382.0,1,1121,1,26,56,173,4
1323,Post Graduate,Single,37774.0,2,473,1,16,47,664,1
1324,Under Graduate,Relationship,18393.0,1,50,0,8,50,92,0
1325,Post Graduate,Relationship,72828.0,1,1678,0,28,62,500,1
1326,Post Graduate,Relationship,24711.0,0,58,0,7,42,72,0
1327,Post Graduate,Relationship,45503.0,1,170,0,9,49,277,0
1328,Post Graduate,Single,6560.0,0,373,0,2,42,199,0
1329,Post Graduate,Relationship,71604.0,0,1196,1,17,79,224,4
1330,Post Graduate,Relationship,27244.0,1,101,0,8,45,114,0
1331,Post Graduate,Relationship,48752.0,2,316,0,17,55,564,1
1332,Post Graduate,Relationship,71434.0,1,1400,2,21,62,284,4
1333,Post Graduate,Single,90842.0,0,1424,0,27,76,335,4
1334,Post Graduate,Relationship,88097.0,1,844,3,20,46,680,3
1335,Post Graduate,Relationship,51948.0,1,311,0,13,49,285,0
1336,Post Graduate,Relationship,71853.0,0,1149,0,17,42,417,3
1337,Post Graduate,Relationship,35876.0,0,129,0,8,41,70,0
1338,Post Graduate,Single,40049.0,1,32,0,5,72,256,2
1339,Post Graduate,Single,39660.0,1,299,0,14,42,690,0
1340,Post Graduate,Relationship,50127.0,1,320,1,13,62,31,4
1341,Post Graduate,Relationship,43263.0,1,441,0,16,47,585,0
1342,Post Graduate,Relationship,62845.0,2,1178,1,28,75,636,1
1343,Post Graduate,Relationship,18929.0,0,85,0,6,34,498,0
1344,Under Graduate,Single,24367.0,1,24,0,4,42,466,0
1345,Post Graduate,Single,33249.0,1,112,0,8,49,494,0
1346,Post Graduate,Relationship,26887.0,1,30,0,5,65,504,2
1347,Post Graduate,Relationship,50150.0,0,410,0,16,41,374,0
1348,Post Graduate,Relationship,62061.0,1,800,1,24,48,302,4
1349,Post Graduate,Single,85696.0,0,1313,0,20,62,422,3
1350,Post Graduate,Relationship,76542.0,0,1483,0,23,68,456,1
1351,Post Graduate,Single,70515.0,0,1258,0,17,31,251,3
1352,Post Graduate,Relationship,18227.0,1,28,0,4,37,598,0
1353,Post Graduate,Relationship,69139.0,1,227,0,11,59,153,2
1354,Post Graduate,Relationship,69109.0,0,1555,1,20,42,597,3
1355,Post Graduate,Single,69627.0,1,861,0,23,62,469,1
1356,Post Graduate,Relationship,38136.0,1,103,1,8,46,433,0
1357,Post Graduate,Single,62159.0,0,634,0,19,78,62,4
1358,Post Graduate,Single,80695.0,0,1918,0,19,61,182,4
1359,Post Graduate,Single,33316.0,2,131,0,10,53,268,2
1360,Post Graduate,Relationship,58554.0,2,586,0,22,56,641,1
1361,Under Graduate,Relationship,17256.0,1,62,1,7,32,218,0
1362,Post Graduate,Single,53034.0,2,447,0,22,50,395,1
1363,Post Graduate,Relationship,52203.0,0,939,0,27,74,698,1
1364,Post Graduate,Single,59601.0,1,797,1,15,47,339,4
1365,Post Graduate,Single,75154.0,1,1143,0,16,66,663,1
1366,Post Graduate,Single,47025.0,1,415,0,17,48,234,0
1367,Post Graduate,Relationship,37971.0,1,30,0,5,51,216,0
1368,Post Graduate,Single,41335.0,1,187,0,12,56,185,2
1369,Post Graduate,Relationship,67267.0,1,251,0,11,66,47,2
1370,Post Graduate,Single,57338.0,1,237,0,12,49,61,2
1371,Post Graduate,Relationship,50523.0,2,91,0,8,64,186,2
1372,Post Graduate,Single,35791.0,3,35,0,6,59,419,2
1373,Post Graduate,Single,50611.0,1,493,1,22,64,633,1
1374,Post Graduate,Relationship,56242.0,1,971,0,28,55,483,1
1375,Post Graduate,Single,48904.0,1,371,0,17,64,574,1
1376,Post Graduate,Single,56243.0,3,396,0,20,49,181,2
1377,Post Graduate,Relationship,21355.0,1,68,1,7,39,313,0
1378,Post Graduate,Relationship,57420.0,1,322,1,15,53,369,4
1379,Post Graduate,Relationship,51381.5,1,317,0,14,54,454,1
1380,Post Graduate,Single,46390.0,1,222,0,10,69,55,2
1381,Post Graduate,Relationship,54342.0,2,177,0,12,68,361,2
1382,Post Graduate,Relationship,51381.5,2,45,0,5,66,664,2
1383,Post Graduate,Single,51381.5,2,21,0,4,60,168,2
1384,Post Graduate,Relationship,20895.0,1,45,0,6,51,631,0
1385,Post Graduate,Relationship,92344.0,0,1899,2,20,76,165,3
1386,Post Graduate,Relationship,51381.5,1,42,0,5,52,119,2
1387,Post Graduate,Relationship,26907.0,2,22,0,6,48,313,0
1388,Post Graduate,Relationship,44964.0,2,41,0,5,44,560,0
1389,Post Graduate,Relationship,75507.0,0,1440,0,21,45,58,3
1390,Post Graduate,Relationship,53761.0,2,325,0,17,52,261,2
1391,Post Graduate,Relationship,22682.0,1,95,0,10,51,269,0
1392,Post Graduate,Relationship,38887.0,1,42,0,5,52,119,2
1393,Post Graduate,Single,41658.0,2,72,0,6,49,597,0
1394,Post Graduate,Relationship,29791.0,1,20,0,7,52,45,2
1395,Post Graduate,Relationship,63915.0,2,789,0,23,68,334,1
1396,Post Graduate,Single,39996.0,2,15,0,4,50,38,2
1397,Post Graduate,Single,26759.0,1,59,0,8,52,142,2
1398,Post Graduate,Single,63841.0,1,908,0,22,56,434,1
1399,Post Graduate,Relationship,51039.0,2,417,0,14,55,566,1
1400,Post Graduate,Relationship,60544.0,2,289,0,15,63,673,1
1401,Post Graduate,Relationship,65685.0,1,769,0,21,52,92,4
1402,Post Graduate,Relationship,37716.0,1,188,0,10,71,69,2
1403,Post Graduate,Single,36864.0,1,354,0,14,67,685,1
1404,Post Graduate,Relationship,44511.0,1,727,0,26,54,625,1
1405,Post Graduate,Relationship,36947.0,2,146,0,11,57,691,2
1406,Post Graduate,Relationship,47352.0,1,319,0,16,73,444,1
1407,Post Graduate,Relationship,67087.0,1,794,0,22,71,194,4
1408,Post Graduate,Relationship,57045.0,1,454,0,18,74,659,1
1409,Post Graduate,Single,36957.0,2,152,0,11,71,661,2
1410,Post Graduate,Relationship,69389.0,1,797,0,22,47,639,1
1411,Post Graduate,Relationship,80134.0,1,1690,3,16,52,405,3
1412,Post Graduate,Relationship,43142.0,2,20,0,4,55,131,2
1413,Post Graduate,Relationship,80589.0,0,1428,1,21,80,158,4
1414,Post Graduate,Single,34412.0,1,209,0,11,34,501,0
1415,Post Graduate,Single,57537.0,1,545,0,19,45,384,1
1416,Under Graduate,Relationship,22634.0,0,96,0,6,58,529,0
1417,Post Graduate,Relationship,51315.0,0,222,0,10,76,126,2
1418,Post Graduate,Relationship,36026.0,3,61,0,7,52,105,2
1419,Post Graduate,Relationship,24639.0,2,44,0,9,51,152,2
1420,Post Graduate,Relationship,34578.0,3,8,0,4,52,79,2
1421,Post Graduate,Single,65704.0,0,817,0,23,52,259,4
1422,Post Graduate,Single,63810.0,1,1371,1,23,58,595,1
1423,Post Graduate,Relationship,54132.0,1,42,0,5,55,133,2
1424,Post Graduate,Relationship,18690.0,0,60,0,5,65,548,0
1425,Post Graduate,Relationship,28164.0,1,78,0,9,54,421,0
1426,Post Graduate,Relationship,34596.0,1,23,0,4,50,442,0
1427,Post Graduate,Relationship,43269.0,1,19,0,4,52,286,0
1428,Post Graduate,Single,38741.0,2,61,0,7,66,91,2
1429,Post Graduate,Single,31907.0,0,449,0,14,52,482,0
1430,Post Graduate,Relationship,27100.0,1,37,0,5,41,450,0
1431,Post Graduate,Single,31163.0,1,38,0,5,51,136,0
1432,Post Graduate,Relationship,92533.0,0,1131,2,23,39,192,3
1433,Post Graduate,Single,34853.0,2,34,0,7,51,188,2
1434,Post Graduate,Single,70844.0,2,294,0,17,57,242,2
1435,Post Graduate,Relationship,31086.0,2,48,1,6,45,421,0
1436,Post Graduate,Relationship,60544.0,2,289,0,15,63,673,1
1437,Post Graduate,Relationship,20491.0,0,30,0,4,38,520,0
1438,Post Graduate,Relationship,42523.0,0,125,0,7,60,67,2
1439,Post Graduate,Relationship,39922.0,1,156,0,9,41,500,0
1440,Post Graduate,Relationship,33402.0,2,70,0,9,72,346,2
1441,Post Graduate,Relationship,36408.0,2,22,0,4,75,281,2
1442,Post Graduate,Relationship,21645.0,1,65,0,9,45,664,0
1443,Post Graduate,Single,78427.0,0,1930,1,23,76,613,3
1444,Post Graduate,Relationship,82657.0,0,2283,2,23,78,275,3
1445,Post Graduate,Relationship,51876.0,0,310,0,13,66,257,4
1446,Post Graduate,Relationship,78041.0,0,1319,0,18,53,560,1
1447,Post Graduate,Relationship,52852.0,1,879,1,26,67,575,1
1448,Post Graduate,Relationship,70038.0,0,1244,0,17,42,247,3
1449,Post Graduate,Relationship,69401.0,1,690,0,17,51,98,4
1450,Post Graduate,Relationship,46053.0,1,209,0,12,52,497,0
1451,Post Graduate,Relationship,77343.0,0,1134,0,17,59,20,4
1452,Post Graduate,Single,73892.0,0,1507,0,23,71,228,4
1453,Post Graduate,Single,40304.0,1,57,0,6,57,272,2
1454,Post Graduate,Relationship,32727.0,0,529,0,17,59,670,1
1455,Post Graduate,Relationship,68695.0,0,1091,0,16,55,4,4
1456,Post Graduate,Single,43300.0,1,180,0,11,53,624,0
1457,Post Graduate,Relationship,26290.0,2,77,0,10,52,533,0
1458,Post Graduate,Single,93790.0,0,2349,3,25,54,137,3
1459,Post Graduate,Relationship,38410.0,0,534,0,18,50,653,1
1460,Post Graduate,Single,64866.0,1,556,1,21,74,154,4
1461,Post Graduate,Relationship,57957.0,1,637,0,25,65,314,1
1462,Post Graduate,Relationship,46015.0,2,46,2,5,69,77,2
1463,Post Graduate,Relationship,16531.0,1,44,0,9,46,11,0
1464,Post Graduate,Relationship,28072.0,1,47,0,5,38,356,0
1465,Post Graduate,Single,49476.0,1,795,0,22,61,374,1
1466,Post Graduate,Relationship,50725.0,1,586,0,21,71,501,1
1467,Post Graduate,Relationship,83844.0,0,1574,1,20,72,413,3
1468,Post Graduate,Relationship,41145.0,2,13,0,4,74,141,2
1469,Post Graduate,Relationship,67419.0,1,1471,0,25,54,529,1
1470,Post Graduate,Relationship,23162.0,2,65,0,8,54,190,2
1471,Post Graduate,Relationship,34380.0,1,175,0,12,47,423,0
1472,Post Graduate,Single,34704.0,1,40,0,5,58,428,0
1473,Post Graduate,Relationship,94871.0,2,1078,2,18,55,666,1
1474,Post Graduate,Relationship,65148.0,1,1115,0,21,66,590,1
1475,Post Graduate,Relationship,39898.0,1,134,0,9,70,502,2
1476,Post Graduate,Single,64857.0,0,1540,0,23,68,583,1
1477,Post Graduate,Relationship,59892.0,1,87,0,7,54,239,2
1478,Post Graduate,Single,41020.0,0,217,0,10,37,244,0
1479,Post Graduate,Relationship,57072.0,1,1034,1,27,63,156,4
1480,Post Graduate,Single,60474.0,1,1180,0,31,45,454,1
1481,Post Graduate,Relationship,62807.0,1,819,0,23,64,667,1
1482,Post Graduate,Relationship,19414.0,1,32,0,5,43,256,0
1483,Post Graduate,Relationship,19107.0,1,46,0,6,44,311,0
1484,Post Graduate,Relationship,75484.0,1,1159,0,18,48,696,1
1485,Post Graduate,Single,70379.0,1,860,0,25,48,483,1
1486,Post Graduate,Relationship,79419.0,0,1631,0,15,54,7,4
1487,Post Graduate,Relationship,64014.0,3,444,1,22,78,19,4
1488,Post Graduate,Relationship,76998.0,1,1910,1,29,69,534,3
1489,Post Graduate,Relationship,49854.0,1,380,0,18,52,231,2
1490,Post Graduate,Relationship,60585.0,2,736,0,30,53,370,1
1491,Post Graduate,Single,42873.0,2,269,0,15,74,524,2
1492,Post Graduate,Relationship,87679.0,0,2524,3,29,36,337,3
1493,Post Graduate,Relationship,57867.0,1,612,0,25,46,271,1
1494,Post Graduate,Relationship,35765.0,1,75,0,8,34,200,0
1495,Post Graduate,Relationship,65492.0,0,1045,0,26,65,154,4
1496,Post Graduate,Single,32952.0,1,55,0,6,47,210,0
1497,Post Graduate,Relationship,53374.0,1,1064,1,21,55,682,1
1498,Post Graduate,Relationship,71706.0,1,1443,0,25,65,593,1
1499,Post Graduate,Relationship,68487.0,0,1366,0,30,36,532,3
1500,Post Graduate,Relationship,53253.0,2,436,0,19,49,503,1
1501,Post Graduate,Single,31163.0,1,38,0,5,51,136,0
1502,Post Graduate,Relationship,42014.0,1,436,0,20,47,681,1
1503,Post Graduate,Relationship,54108.0,2,747,0,32,51,601,1
1504,Post Graduate,Single,49667.0,0,1396,1,22,69,678,1
1505,Post Graduate,Relationship,63206.0,0,928,1,14,50,101,4
1506,Post Graduate,Relationship,57136.0,2,642,0,26,52,355,1
1507,Post Graduate,Relationship,46772.0,1,1048,1,30,49,599,1
1508,Post Graduate,Relationship,78931.0,0,943,0,24,53,247,4
1509,Post Graduate,Relationship,53977.0,1,907,0,27,66,386,1
1510,Post Graduate,Relationship,84219.0,0,1198,0,18,36,147,3
1511,Post Graduate,Single,46098.0,2,120,0,11,49,680,0
1512,Post Graduate,Relationship,73538.0,1,1658,0,26,59,581,1
1513,Post Graduate,Relationship,79529.0,0,1638,0,22,38,63,3
1514,Post Graduate,Relationship,20981.0,0,73,0,7,47,425,0
1515,Post Graduate,Single,51766.0,1,275,0,12,44,110,0
1516,Post Graduate,Relationship,55759.0,1,854,0,26,62,578,1
1517,Post Graduate,Relationship,33039.0,1,78,0,7,46,293,0
1518,Post Graduate,Relationship,37787.0,1,106,0,7,52,282,0
1519,Post Graduate,Single,27242.0,1,106,0,7,54,595,0
1520,Post Graduate,Single,87188.0,0,1923,0,19,41,391,3
1521,Post Graduate,Relationship,69930.0,0,1662,0,22,53,399,3
1522,Post Graduate,Single,37697.0,1,84,0,7,48,142,0
1523,Post Graduate,Relationship,37401.0,1,48,0,7,51,54,2
1524,Post Graduate,Single,3502.0,1,5,0,0,51,442,0
1525,Post Graduate,Relationship,58597.0,2,733,0,32,48,586,1
1526,Post Graduate,Single,82032.0,0,1234,0,17,76,85,4
1527,Post Graduate,Relationship,28087.0,2,112,0,9,66,565,2
1528,Post Graduate,Single,74004.0,0,1658,2,15,37,125,3
1529,Post Graduate,Relationship,19740.0,1,55,0,7,64,462,2
1530,Post Graduate,Relationship,57036.0,1,1513,1,26,49,565,1
1531,Post Graduate,Relationship,53083.0,2,271,1,17,66,410,2
1532,Post Graduate,Relationship,69283.0,1,904,0,27,49,15,4
1533,Post Graduate,Single,46098.0,2,120,0,11,49,680,0
1534,Post Graduate,Relationship,23331.0,1,103,0,8,36,663,0
1535,Post Graduate,Single,23331.0,1,269,0,17,36,632,0
1536,Post Graduate,Single,9255.0,1,22,0,5,35,191,0
1537,Post Graduate,Single,67786.0,0,1156,0,16,65,204,4
1538,Post Graduate,Relationship,71969.0,1,1086,1,19,53,621,1
1539,Post Graduate,Single,59235.0,1,1128,0,28,57,533,1
1540,Post Graduate,Relationship,31928.0,1,72,0,9,35,93,0
1541,Post Graduate,Relationship,74881.0,2,964,0,27,63,478,1
1542,Post Graduate,Relationship,65819.0,0,1383,0,20,46,577,1
1543,Post Graduate,Single,51411.0,3,18,0,4,71,399,2
1544,Post Graduate,Single,51983.0,1,793,0,24,60,667,1
1545,Post Graduate,Relationship,42386.0,1,100,0,7,38,532,0
1546,Post Graduate,Relationship,30390.0,0,80,0,6,37,300,0
1547,Post Graduate,Single,30983.0,0,167,0,8,61,597,0
1548,Post Graduate,Single,66033.0,1,677,0,20,67,525,1
1549,Post Graduate,Relationship,37284.0,2,23,0,4,49,457,0
1550,Post Graduate,Single,57530.0,1,92,0,7,73,260,2
1551,Post Graduate,Relationship,76800.0,0,641,0,16,59,113,4
1552,Post Graduate,Relationship,63943.0,1,1106,0,17,68,665,1
1553,Post Graduate,Relationship,76081.0,0,1033,1,14,62,37,4
1554,Post Graduate,Relationship,67445.0,1,1174,0,32,50,686,1
1555,Post Graduate,Relationship,37054.0,2,25,0,6,57,287,2
1556,Post Graduate,Relationship,47175.0,2,240,1,17,62,609,1
1557,Post Graduate,Single,31859.0,1,20,0,4,48,380,0
1558,Post Graduate,Single,27215.0,3,102,0,11,63,522,2
1559,Post Graduate,Single,70179.0,1,1034,0,26,48,343,1
1560,Post Graduate,Relationship,39922.0,1,156,0,9,41,500,0
1561,Post Graduate,Relationship,49681.0,2,458,0,21,48,237,2
1562,Post Graduate,Relationship,24645.0,1,17,0,4,36,605,0
1563,Post Graduate,Single,79865.0,1,792,0,21,70,11,4
1564,Post Graduate,Relationship,44322.0,1,92,0,8,39,13,0
1565,Post Graduate,Single,47958.0,1,407,0,16,72,526,1
1566,Post Graduate,Single,63972.0,1,1269,1,23,60,574,1
1567,Post Graduate,Relationship,75315.0,1,841,0,23,70,75,4
1568,Post Graduate,Relationship,55517.0,2,633,0,23,74,640,1
1569,Post Graduate,Relationship,75283.0,3,1019,0,25,67,459,1
1570,Post Graduate,Single,82800.0,0,1315,2,26,78,582,3
1571,Post Graduate,Relationship,38998.0,2,54,0,8,70,603,2
1572,Post Graduate,Single,90638.0,0,2525,1,18,33,136,3
1573,Post Graduate,Relationship,27161.0,1,52,0,5,38,244,0
1574,Post Graduate,Relationship,42014.0,1,436,0,20,47,681,1
1575,Post Graduate,Relationship,38201.0,1,268,0,15,64,457,2
1576,Post Graduate,Relationship,45203.0,2,147,0,8,42,98,2
1577,Post Graduate,Relationship,81574.0,0,1798,2,18,77,62,4
1578,Post Graduate,Relationship,34935.0,0,137,0,8,32,373,0
1579,Post Graduate,Single,60482.0,1,507,0,17,48,522,1
1580,Post Graduate,Relationship,34633.0,3,15,0,4,68,157,2
1581,Post Graduate,Relationship,78093.0,0,1105,0,17,77,200,4
1582,Post Graduate,Single,82460.0,0,974,0,15,74,209,4
1583,Post Graduate,Relationship,45903.0,1,66,0,8,58,67,2
1584,Post Graduate,Single,81361.0,0,778,0,27,37,124,3
1585,Post Graduate,Single,35860.0,2,49,1,6,51,41,2
1586,Post Graduate,Relationship,40442.0,2,169,0,12,72,679,2
1587,Post Graduate,Relationship,61482.0,0,299,0,12,59,2,4
1588,Post Graduate,Relationship,34968.0,1,221,0,17,44,445,0
1589,Post Graduate,Relationship,75794.0,0,1682,1,25,37,187,3
1590,Post Graduate,Relationship,31497.0,1,155,0,10,62,570,2
1591,Post Graduate,Relationship,74268.0,0,892,0,13,69,500,1
1592,Under Graduate,Relationship,13724.0,1,58,1,5,36,667,0
1593,Post Graduate,Relationship,45143.0,1,311,0,15,59,307,2
1594,Post Graduate,Single,52569.0,1,95,0,7,57,85,2
1595,Post Graduate,Single,48432.0,1,424,0,19,51,619,1
1596,Post Graduate,Relationship,17144.0,2,47,0,12,64,134,2
1597,Post Graduate,Single,36108.0,1,339,1,15,40,257,0
1598,Post Graduate,Relationship,76445.0,1,1410,0,21,53,639,1
1599,Post Graduate,Relationship,36663.0,1,35,0,6,49,65,2
1600,Post Graduate,Relationship,53843.0,1,562,0,20,59,367,1
1601,Post Graduate,Relationship,90226.0,0,2352,1,24,68,641,3
1602,Post Graduate,Single,70638.0,0,1334,1,20,69,393,4
1603,Post Graduate,Relationship,44512.0,2,32,0,6,64,303,2
1604,Post Graduate,Relationship,27116.0,2,41,0,7,63,119,2
1605,Post Graduate,Relationship,54072.0,2,39,0,5,61,337,2
1606,Post Graduate,Relationship,71855.0,1,1141,0,25,47,529,1
1607,Post Graduate,Single,51250.0,1,710,1,24,34,456,1
1608,Post Graduate,Relationship,60432.0,1,401,0,19,51,112,4
1609,Post Graduate,Relationship,65526.0,1,506,0,17,60,79,4
1610,Post Graduate,Single,68655.0,0,1538,0,21,36,688,3
1611,Post Graduate,Relationship,12393.0,0,57,0,6,46,572,0
1612,Post Graduate,Single,64509.0,0,1722,1,19,34,316,3
1613,Post Graduate,Single,33955.0,1,270,0,15,49,324,0
1614,Post Graduate,Relationship,31353.0,2,31,0,6,47,182,2
1615,Post Graduate,Relationship,55434.0,1,882,0,24,40,267,1
1616,Post Graduate,Relationship,28359.0,1,16,0,4,41,245,0
1617,Post Graduate,Single,57100.0,1,311,0,14,37,42,0
1618,Post Graduate,Relationship,69139.0,1,227,0,11,59,153,2
1619,Post Graduate,Relationship,52973.0,1,1152,0,31,68,598,1
1620,Post Graduate,Relationship,51717.0,1,122,1,8,59,313,2
1621,Post Graduate,Relationship,18793.0,1,77,0,9,53,533,0
1622,Post Graduate,Relationship,66664.0,0,1289,0,19,42,642,1
1623,Post Graduate,Single,50664.0,2,561,0,24,65,529,1
1624,Post Graduate,Relationship,54414.0,2,211,0,13,61,522,2
1625,Post Graduate,Relationship,54549.0,1,233,0,12,72,118,2
1626,Post Graduate,Single,47111.0,1,1092,0,21,53,659,1
1627,Post Graduate,Single,41003.0,0,601,0,17,61,469,1
1628,Post Graduate,Relationship,19444.0,1,54,0,10,42,127,0
1629,Post Graduate,Relationship,36301.0,1,78,0,7,48,247,0
1630,Post Graduate,Relationship,73059.0,1,1095,0,26,77,302,4
1631,Post Graduate,Relationship,42731.0,1,244,0,13,55,251,2
1632,Post Graduate,Relationship,52854.0,2,116,0,9,65,97,2
1633,Post Graduate,Relationship,22775.0,1,15,0,4,46,375,0
1634,Post Graduate,Relationship,46681.0,2,425,0,16,76,264,2
1635,Post Graduate,Relationship,59821.0,1,734,0,26,69,443,1
1636,Post Graduate,Single,50002.0,1,638,0,19,70,377,1
1637,Post Graduate,Relationship,69755.0,0,894,0,22,79,270,4
1638,Post Graduate,Relationship,44078.0,2,41,0,7,55,10,2
1639,Post Graduate,Relationship,30560.0,1,31,0,5,48,367,0
1640,Post Graduate,Relationship,35924.0,2,34,0,5,55,98,2
1641,Post Graduate,Single,64140.0,2,1750,3,18,60,279,4
1642,Post Graduate,Relationship,56386.0,2,612,0,25,43,610,1
1643,Under Graduate,Relationship,24594.0,1,29,0,5,45,201,0
1644,Post Graduate,Relationship,75774.0,1,823,0,21,43,58,4
1645,Post Graduate,Single,39228.0,0,20,0,4,64,415,0
1646,Post Graduate,Relationship,58494.0,1,396,0,16,50,199,2
1647,Post Graduate,Single,58684.0,0,813,1,21,43,13,4
1648,Post Graduate,Single,57136.0,0,1179,0,20,57,407,1
1649,Post Graduate,Single,56551.0,2,138,0,10,74,53,2
1650,Post Graduate,Relationship,22448.0,1,55,0,9,42,123,0
1651,Post Graduate,Single,82014.0,0,1511,0,22,63,678,1
1652,Post Graduate,Single,34213.0,2,117,0,9,61,660,2
1654,Post Graduate,Single,25358.0,1,32,0,6,77,342,2
1655,Post Graduate,Single,35544.0,1,67,0,6,46,113,0
1656,Post Graduate,Relationship,36634.0,1,335,0,15,70,397,2
1657,Post Graduate,Relationship,62670.0,1,825,0,22,70,147,4
1658,Post Graduate,Relationship,50334.0,1,694,0,23,52,340,1
1659,Post Graduate,Single,72066.0,0,1792,2,17,43,6,3
1660,Post Graduate,Single,50729.0,2,496,0,24,66,423,1
1661,Post Graduate,Relationship,34916.0,2,231,0,13,56,410,2
1662,Post Graduate,Single,64892.0,1,902,0,24,48,31,4
1663,Post Graduate,Single,43602.0,2,68,0,9,58,170,2
1664,Post Graduate,Single,33996.0,0,71,0,6,35,291,0
1665,Post Graduate,Single,41473.0,1,76,0,6,39,375,0
1666,Post Graduate,Relationship,63246.0,2,772,0,22,57,313,1
1667,Post Graduate,Relationship,36732.0,2,47,0,9,65,182,2
1668,Post Graduate,Relationship,69084.0,1,1586,0,25,54,222,4
1669,Post Graduate,Relationship,77766.0,1,1529,1,34,57,492,3
1670,Post Graduate,Single,37929.0,0,265,2,13,39,334,0
1671,Post Graduate,Relationship,86610.0,0,1603,0,18,73,297,4
1672,Post Graduate,Relationship,80141.0,0,2091,1,22,38,534,3
1673,Post Graduate,Relationship,72635.0,0,981,1,21,69,391,4
1674,Post Graduate,Relationship,69016.0,1,1533,0,34,54,584,1
1675,Post Graduate,Relationship,20193.0,0,82,0,7,33,578,0
1676,Post Graduate,Relationship,27573.0,1,244,0,14,49,461,0
1677,Under Graduate,Single,15862.0,1,36,0,5,45,367,0
1678,Post Graduate,Relationship,49544.0,1,404,0,16,48,502,0
1679,Post Graduate,Relationship,33228.0,1,71,0,6,44,157,0
1680,Post Graduate,Relationship,70440.0,0,1572,1,23,46,264,3
1681,Post Graduate,Relationship,38232.0,2,122,0,11,53,163,2
1682,Post Graduate,Relationship,22554.0,2,41,0,10,69,603,2
1683,Post Graduate,Relationship,23536.0,1,10,0,4,41,25,0
1684,Post Graduate,Relationship,49413.0,1,304,0,13,72,247,2
1685,Post Graduate,Relationship,42231.0,2,37,0,5,55,96,2
1686,Post Graduate,Single,78789.0,0,1754,0,16,44,690,3
1687,Post Graduate,Relationship,56534.0,1,815,2,25,56,341,4
1688,Post Graduate,Single,58350.0,1,1001,0,27,53,541,1
1689,Post Graduate,Single,81217.0,0,1157,0,22,35,345,3
1690,Post Graduate,Single,49090.0,1,688,0,21,73,345,1
1691,Post Graduate,Single,61787.0,0,1319,0,19,37,358,3
1692,Post Graduate,Relationship,18169.0,1,21,0,4,39,495,0
1693,Post Graduate,Single,24336.0,1,31,0,4,43,671,0
1694,Post Graduate,Relationship,18222.0,0,67,0,6,34,545,0
1695,Post Graduate,Single,62335.0,1,708,0,21,72,402,1
